"bound","drift","ter","eta_a","cost_ddm","cost_ldc","a0","b0","sub","condition","difflevel","manip","model","eta_b"
NA,NA,NA,709.613163407145,NA,0.0134950095168917,45.383901563473,3.32961506210268,33,"minus","hard","beta","alpha",0
NA,NA,NA,709.613163407145,NA,0.0134950095168917,45.383901563473,3.32961506210268,33,"minus","medium","beta","alpha",0
NA,NA,NA,709.613163407145,NA,0.0134950095168917,45.383901563473,3.32961506210268,33,"plus","easy","beta","alpha",0
NA,NA,NA,709.613163407145,NA,0.0134950095168917,45.383901563473,3.32961506210268,33,"plus","hard","beta","alpha",0
NA,NA,NA,709.613163407145,NA,0.0134950095168917,45.383901563473,3.32961506210268,33,"plus","medium","beta","alpha",0
NA,NA,NA,427.660956031568,NA,0.0157718142492712,22.6694732671604,9.85293481178719,34,"minus","easy","beta","alpha",0
NA,NA,NA,427.660956031568,NA,0.0157718142492712,22.6694732671604,9.85293481178719,34,"minus","hard","beta","alpha",0
NA,NA,NA,427.660956031568,NA,0.0157718142492712,22.6694732671604,9.85293481178719,34,"minus","medium","beta","alpha",0
NA,NA,NA,427.660956031568,NA,0.0157718142492712,22.6694732671604,9.85293481178719,34,"plus","easy","beta","alpha",0
NA,NA,NA,427.660956031568,NA,0.0157718142492712,22.6694732671604,9.85293481178719,34,"plus","hard","beta","alpha",0
NA,NA,NA,427.660956031568,NA,0.0157718142492712,22.6694732671604,9.85293481178719,34,"plus","medium","beta","alpha",0
NA,NA,NA,347.25021121285,NA,0.006590581332639,14.8587524751895,-0.271965649386742,35,"minus","easy","beta","alpha",0
NA,NA,NA,347.25021121285,NA,0.006590581332639,14.8587524751895,-0.271965649386742,35,"minus","hard","beta","alpha",0
NA,NA,NA,347.25021121285,NA,0.006590581332639,14.8587524751895,-0.271965649386742,35,"minus","medium","beta","alpha",0
NA,NA,NA,347.25021121285,NA,0.006590581332639,14.8587524751895,-0.271965649386742,35,"plus","easy","beta","alpha",0
NA,NA,NA,347.25021121285,NA,0.006590581332639,14.8587524751895,-0.271965649386742,35,"plus","hard","beta","alpha",0
NA,NA,NA,347.25021121285,NA,0.006590581332639,14.8587524751895,-0.271965649386742,35,"plus","medium","beta","alpha",0
NA,NA,NA,497.084027190954,NA,0.00859051758911795,39.8692441754974,-2.92809359747171,36,"minus","easy","beta","alpha",0
NA,NA,NA,497.084027190954,NA,0.00859051758911795,39.8692441754974,-2.92809359747171,36,"minus","hard","beta","alpha",0
NA,NA,NA,497.084027190954,NA,0.00859051758911795,39.8692441754974,-2.92809359747171,36,"minus","medium","beta","alpha",0
NA,NA,NA,497.084027190954,NA,0.00859051758911795,39.8692441754974,-2.92809359747171,36,"plus","easy","beta","alpha",0
NA,NA,NA,497.084027190954,NA,0.00859051758911795,39.8692441754974,-2.92809359747171,36,"plus","hard","beta","alpha",0
NA,NA,NA,497.084027190954,NA,0.00859051758911795,39.8692441754974,-2.92809359747171,36,"plus","medium","beta","alpha",0
NA,NA,NA,436.257211207677,NA,0.00721653402732492,46.1629998107446,2.31179348576469,37,"minus","easy","beta","alpha",0
NA,NA,NA,436.257211207677,NA,0.00721653402732492,46.1629998107446,2.31179348576469,37,"minus","hard","beta","alpha",0
NA,NA,NA,436.257211207677,NA,0.00721653402732492,46.1629998107446,2.31179348576469,37,"minus","medium","beta","alpha",0
NA,NA,NA,436.257211207677,NA,0.00721653402732492,46.1629998107446,2.31179348576469,37,"plus","easy","beta","alpha",0
NA,NA,NA,436.257211207677,NA,0.00721653402732492,46.1629998107446,2.31179348576469,37,"plus","hard","beta","alpha",0
NA,NA,NA,436.257211207677,NA,0.00721653402732492,46.1629998107446,2.31179348576469,37,"plus","medium","beta","alpha",0
NA,NA,NA,481.449393814551,NA,0.00965564152496851,26.7667500176195,7.15041856457475,38,"minus","easy","beta","alpha",0
NA,NA,NA,481.449393814551,NA,0.00965564152496851,26.7667500176195,7.15041856457475,38,"minus","hard","beta","alpha",0
NA,NA,NA,481.449393814551,NA,0.00965564152496851,26.7667500176195,7.15041856457475,38,"minus","medium","beta","alpha",0
NA,NA,NA,481.449393814551,NA,0.00965564152496851,26.7667500176195,7.15041856457475,38,"plus","easy","beta","alpha",0
NA,NA,NA,481.449393814551,NA,0.00965564152496851,26.7667500176195,7.15041856457475,38,"plus","hard","beta","alpha",0
NA,NA,NA,481.449393814551,NA,0.00965564152496851,26.7667500176195,7.15041856457475,38,"plus","medium","beta","alpha",0
NA,NA,NA,456.900303404456,NA,0.0125159707651468,48.3245514449663,8.53777748495014,39,"minus","easy","beta","alpha",0
NA,NA,NA,456.900303404456,NA,0.0125159707651468,48.3245514449663,8.53777748495014,39,"minus","hard","beta","alpha",0
NA,NA,NA,456.900303404456,NA,0.0125159707651468,48.3245514449663,8.53777748495014,39,"minus","medium","beta","alpha",0
NA,NA,NA,456.900303404456,NA,0.0125159707651468,48.3245514449663,8.53777748495014,39,"plus","easy","beta","alpha",0
NA,NA,NA,456.900303404456,NA,0.0125159707651468,48.3245514449663,8.53777748495014,39,"plus","hard","beta","alpha",0
NA,NA,NA,456.900303404456,NA,0.0125159707651468,48.3245514449663,8.53777748495014,39,"plus","medium","beta","alpha",0
NA,NA,NA,351.021677493956,NA,0.0168543213991821,12.5242692320235,1.65620872673734,4,"minus","easy","beta","alpha",0
NA,NA,NA,351.021677493956,NA,0.0168543213991821,12.5242692320235,1.65620872673734,4,"minus","hard","beta","alpha",0
NA,NA,NA,351.021677493956,NA,0.0168543213991821,12.5242692320235,1.65620872673734,4,"minus","medium","beta","alpha",0
NA,NA,NA,351.021677493956,NA,0.0168543213991821,12.5242692320235,1.65620872673734,4,"plus","easy","beta","alpha",0
NA,NA,NA,351.021677493956,NA,0.0168543213991821,12.5242692320235,1.65620872673734,4,"plus","hard","beta","alpha",0
NA,NA,NA,351.021677493956,NA,0.0168543213991821,12.5242692320235,1.65620872673734,4,"plus","medium","beta","alpha",0
NA,NA,NA,397.316028565821,NA,0.014036645304009,6.97825463721529,6.45579698510388,40,"minus","easy","beta","alpha",0
NA,NA,NA,397.316028565821,NA,0.014036645304009,6.97825463721529,6.45579698510388,40,"minus","hard","beta","alpha",0
NA,NA,NA,397.316028565821,NA,0.014036645304009,6.97825463721529,6.45579698510388,40,"minus","medium","beta","alpha",0
NA,NA,NA,397.316028565821,NA,0.014036645304009,6.97825463721529,6.45579698510388,40,"plus","easy","beta","alpha",0
NA,NA,NA,397.316028565821,NA,0.014036645304009,6.97825463721529,6.45579698510388,40,"plus","hard","beta","alpha",0
NA,NA,NA,397.316028565821,NA,0.014036645304009,6.97825463721529,6.45579698510388,40,"plus","medium","beta","alpha",0
NA,NA,NA,434.368166925235,NA,0.0106257625631468,9.8678134616988,-1.30896426809469,41,"minus","easy","beta","alpha",0
NA,NA,NA,434.368166925235,NA,0.0106257625631468,9.8678134616988,-1.30896426809469,41,"minus","hard","beta","alpha",0
NA,NA,NA,434.368166925235,NA,0.0106257625631468,9.8678134616988,-1.30896426809469,41,"minus","medium","beta","alpha",0
NA,NA,NA,434.368166925235,NA,0.0106257625631468,9.8678134616988,-1.30896426809469,41,"plus","easy","beta","alpha",0
NA,NA,NA,434.368166925235,NA,0.0106257625631468,9.8678134616988,-1.30896426809469,41,"plus","hard","beta","alpha",0
NA,NA,NA,434.368166925235,NA,0.0106257625631468,9.8678134616988,-1.30896426809469,41,"plus","medium","beta","alpha",0
NA,NA,NA,493.198967544496,NA,0.0130874797423028,22.5210061609572,1.96490358861709,43,"minus","easy","beta","alpha",0
NA,NA,NA,493.198967544496,NA,0.0130874797423028,22.5210061609572,1.96490358861709,43,"minus","hard","beta","alpha",0
NA,NA,NA,493.198967544496,NA,0.0130874797423028,22.5210061609572,1.96490358861709,43,"minus","medium","beta","alpha",0
NA,NA,NA,493.198967544496,NA,0.0130874797423028,22.5210061609572,1.96490358861709,43,"plus","easy","beta","alpha",0
NA,NA,NA,493.198967544496,NA,0.0130874797423028,22.5210061609572,1.96490358861709,43,"plus","hard","beta","alpha",0
NA,NA,NA,493.198967544496,NA,0.0130874797423028,22.5210061609572,1.96490358861709,43,"plus","medium","beta","alpha",0
NA,NA,NA,392.874570413024,NA,0.0104924641567937,46.8696984542961,3.64564620183526,44,"minus","easy","beta","alpha",0
NA,NA,NA,392.874570413024,NA,0.0104924641567937,46.8696984542961,3.64564620183526,44,"minus","hard","beta","alpha",0
NA,NA,NA,392.874570413024,NA,0.0104924641567937,46.8696984542961,3.64564620183526,44,"minus","medium","beta","alpha",0
NA,NA,NA,392.874570413024,NA,0.0104924641567937,46.8696984542961,3.64564620183526,44,"plus","easy","beta","alpha",0
NA,NA,NA,392.874570413024,NA,0.0104924641567937,46.8696984542961,3.64564620183526,44,"plus","hard","beta","alpha",0
NA,NA,NA,392.874570413024,NA,0.0104924641567937,46.8696984542961,3.64564620183526,44,"plus","medium","beta","alpha",0
NA,NA,NA,311.329997774171,NA,0.0156398773411339,14.1673858140517,7.01535517289887,45,"minus","easy","beta","alpha",0
NA,NA,NA,311.329997774171,NA,0.0156398773411339,14.1673858140517,7.01535517289887,45,"minus","hard","beta","alpha",0
NA,NA,NA,311.329997774171,NA,0.0156398773411339,14.1673858140517,7.01535517289887,45,"minus","medium","beta","alpha",0
NA,NA,NA,311.329997774171,NA,0.0156398773411339,14.1673858140517,7.01535517289887,45,"plus","easy","beta","alpha",0
NA,NA,NA,311.329997774171,NA,0.0156398773411339,14.1673858140517,7.01535517289887,45,"plus","hard","beta","alpha",0
NA,NA,NA,311.329997774171,NA,0.0156398773411339,14.1673858140517,7.01535517289887,45,"plus","medium","beta","alpha",0
NA,NA,NA,586.351274348567,NA,0.00841674104969501,49.6682527475059,2.57534322965093,47,"minus","easy","beta","alpha",0
NA,NA,NA,586.351274348567,NA,0.00841674104969501,49.6682527475059,2.57534322965093,47,"minus","hard","beta","alpha",0
NA,NA,NA,586.351274348567,NA,0.00841674104969501,49.6682527475059,2.57534322965093,47,"minus","medium","beta","alpha",0
NA,NA,NA,586.351274348567,NA,0.00841674104969501,49.6682527475059,2.57534322965093,47,"plus","easy","beta","alpha",0
NA,NA,NA,586.351274348567,NA,0.00841674104969501,49.6682527475059,2.57534322965093,47,"plus","hard","beta","alpha",0
NA,NA,NA,586.351274348567,NA,0.00841674104969501,49.6682527475059,2.57534322965093,47,"plus","medium","beta","alpha",0
NA,NA,NA,444.555065792221,NA,0.00950516736880254,29.8729664666689,4.38987890988443,48,"minus","easy","beta","alpha",0
NA,NA,NA,444.555065792221,NA,0.00950516736880254,29.8729664666689,4.38987890988443,48,"minus","hard","beta","alpha",0
NA,NA,NA,444.555065792221,NA,0.00950516736880254,29.8729664666689,4.38987890988443,48,"minus","medium","beta","alpha",0
NA,NA,NA,444.555065792221,NA,0.00950516736880254,29.8729664666689,4.38987890988443,48,"plus","easy","beta","alpha",0
NA,NA,NA,444.555065792221,NA,0.00950516736880254,29.8729664666689,4.38987890988443,48,"plus","hard","beta","alpha",0
NA,NA,NA,444.555065792221,NA,0.00950516736880254,29.8729664666689,4.38987890988443,48,"plus","medium","beta","alpha",0
NA,NA,NA,457.06584973405,NA,0.0148779750353848,1.68285805491358,4.93144166859272,49,"minus","easy","beta","alpha",0
NA,NA,NA,457.06584973405,NA,0.0148779750353848,1.68285805491358,4.93144166859272,49,"minus","hard","beta","alpha",0
NA,NA,NA,457.06584973405,NA,0.0148779750353848,1.68285805491358,4.93144166859272,49,"minus","medium","beta","alpha",0
NA,NA,NA,457.06584973405,NA,0.0148779750353848,1.68285805491358,4.93144166859272,49,"plus","easy","beta","alpha",0
NA,NA,NA,457.06584973405,NA,0.0148779750353848,1.68285805491358,4.93144166859272,49,"plus","hard","beta","alpha",0
NA,NA,NA,457.06584973405,NA,0.0148779750353848,1.68285805491358,4.93144166859272,49,"plus","medium","beta","alpha",0
NA,NA,NA,287.994568643184,NA,0.0119014333984839,46.8775402056053,-0.971415239106626,5,"minus","easy","beta","alpha",0
NA,NA,NA,287.994568643184,NA,0.0119014333984839,46.8775402056053,-0.971415239106626,5,"minus","hard","beta","alpha",0
NA,NA,NA,287.994568643184,NA,0.0119014333984839,46.8775402056053,-0.971415239106626,5,"minus","medium","beta","alpha",0
NA,NA,NA,287.994568643184,NA,0.0119014333984839,46.8775402056053,-0.971415239106626,5,"plus","easy","beta","alpha",0
NA,NA,NA,287.994568643184,NA,0.0119014333984839,46.8775402056053,-0.971415239106626,5,"plus","hard","beta","alpha",0
NA,NA,NA,287.994568643184,NA,0.0119014333984839,46.8775402056053,-0.971415239106626,5,"plus","medium","beta","alpha",0
NA,NA,NA,714.543162167188,NA,0.0132907167427064,5.81629283462733,7.98446219488978,50,"minus","easy","beta","alpha",0
NA,NA,NA,714.543162167188,NA,0.0132907167427064,5.81629283462733,7.98446219488978,50,"minus","hard","beta","alpha",0
NA,NA,NA,714.543162167188,NA,0.0132907167427064,5.81629283462733,7.98446219488978,50,"minus","medium","beta","alpha",0
NA,NA,NA,714.543162167188,NA,0.0132907167427064,5.81629283462733,7.98446219488978,50,"plus","easy","beta","alpha",0
NA,NA,NA,714.543162167188,NA,0.0132907167427064,5.81629283462733,7.98446219488978,50,"plus","hard","beta","alpha",0
NA,NA,NA,714.543162167188,NA,0.0132907167427064,5.81629283462733,7.98446219488978,50,"plus","medium","beta","alpha",0
NA,NA,NA,467.665681251072,NA,0.00775069131114998,6.24289579053928,0.408118824631477,52,"minus","easy","beta","alpha",0
NA,NA,NA,467.665681251072,NA,0.00775069131114998,6.24289579053928,0.408118824631477,52,"minus","hard","beta","alpha",0
NA,NA,NA,467.665681251072,NA,0.00775069131114998,6.24289579053928,0.408118824631477,52,"minus","medium","beta","alpha",0
NA,NA,NA,467.665681251072,NA,0.00775069131114998,6.24289579053928,0.408118824631477,52,"plus","easy","beta","alpha",0
NA,NA,NA,467.665681251072,NA,0.00775069131114998,6.24289579053928,0.408118824631477,52,"plus","hard","beta","alpha",0
NA,NA,NA,467.665681251072,NA,0.00775069131114998,6.24289579053928,0.408118824631477,52,"plus","medium","beta","alpha",0
NA,NA,NA,262.728083801945,NA,0.0121474090355021,16.7650367628799,2.48982947753642,53,"minus","easy","beta","alpha",0
NA,NA,NA,262.728083801945,NA,0.0121474090355021,16.7650367628799,2.48982947753642,53,"minus","hard","beta","alpha",0
NA,NA,NA,262.728083801945,NA,0.0121474090355021,16.7650367628799,2.48982947753642,53,"minus","medium","beta","alpha",0
NA,NA,NA,262.728083801945,NA,0.0121474090355021,16.7650367628799,2.48982947753642,53,"plus","easy","beta","alpha",0
NA,NA,NA,262.728083801945,NA,0.0121474090355021,16.7650367628799,2.48982947753642,53,"plus","hard","beta","alpha",0
NA,NA,NA,262.728083801945,NA,0.0121474090355021,16.7650367628799,2.48982947753642,53,"plus","medium","beta","alpha",0
NA,NA,NA,764.953143620948,NA,0.0141812089001884,30.1615731580183,7.83287822843333,54,"minus","easy","beta","alpha",0
NA,NA,NA,764.953143620948,NA,0.0141812089001884,30.1615731580183,7.83287822843333,54,"minus","hard","beta","alpha",0
NA,NA,NA,764.953143620948,NA,0.0141812089001884,30.1615731580183,7.83287822843333,54,"minus","medium","beta","alpha",0
NA,NA,NA,764.953143620948,NA,0.0141812089001884,30.1615731580183,7.83287822843333,54,"plus","easy","beta","alpha",0
NA,NA,NA,764.953143620948,NA,0.0141812089001884,30.1615731580183,7.83287822843333,54,"plus","hard","beta","alpha",0
NA,NA,NA,764.953143620948,NA,0.0141812089001884,30.1615731580183,7.83287822843333,54,"plus","medium","beta","alpha",0
NA,NA,NA,212.352844883963,NA,0.01814217962822,9.44066133815795,1.78365335727843,55,"minus","easy","beta","alpha",0
NA,NA,NA,212.352844883963,NA,0.01814217962822,9.44066133815795,1.78365335727843,55,"minus","hard","beta","alpha",0
NA,NA,NA,212.352844883963,NA,0.01814217962822,9.44066133815795,1.78365335727843,55,"minus","medium","beta","alpha",0
NA,NA,NA,212.352844883963,NA,0.01814217962822,9.44066133815795,1.78365335727843,55,"plus","easy","beta","alpha",0
NA,NA,NA,212.352844883963,NA,0.01814217962822,9.44066133815795,1.78365335727843,55,"plus","hard","beta","alpha",0
NA,NA,NA,212.352844883963,NA,0.01814217962822,9.44066133815795,1.78365335727843,55,"plus","medium","beta","alpha",0
NA,NA,NA,440.381023606992,NA,0.0171576012283807,9.61169177715108,-1.62977951385369,56,"minus","easy","beta","alpha",0
NA,NA,NA,440.381023606992,NA,0.0171576012283807,9.61169177715108,-1.62977951385369,56,"minus","hard","beta","alpha",0
NA,NA,NA,440.381023606992,NA,0.0171576012283807,9.61169177715108,-1.62977951385369,56,"minus","medium","beta","alpha",0
NA,NA,NA,440.381023606992,NA,0.0171576012283807,9.61169177715108,-1.62977951385369,56,"plus","easy","beta","alpha",0
NA,NA,NA,440.381023606992,NA,0.0171576012283807,9.61169177715108,-1.62977951385369,56,"plus","hard","beta","alpha",0
NA,NA,NA,440.381023606992,NA,0.0171576012283807,9.61169177715108,-1.62977951385369,56,"plus","medium","beta","alpha",0
NA,NA,NA,382.254226227495,NA,0.0141490902399122,29.9546875936446,5.37638891570538,57,"minus","easy","beta","alpha",0
NA,NA,NA,382.254226227495,NA,0.0141490902399122,29.9546875936446,5.37638891570538,57,"minus","hard","beta","alpha",0
NA,NA,NA,382.254226227495,NA,0.0141490902399122,29.9546875936446,5.37638891570538,57,"minus","medium","beta","alpha",0
NA,NA,NA,382.254226227495,NA,0.0141490902399122,29.9546875936446,5.37638891570538,57,"plus","easy","beta","alpha",0
NA,NA,NA,382.254226227495,NA,0.0141490902399122,29.9546875936446,5.37638891570538,57,"plus","hard","beta","alpha",0
NA,NA,NA,382.254226227495,NA,0.0141490902399122,29.9546875936446,5.37638891570538,57,"plus","medium","beta","alpha",0
NA,NA,NA,276.491352090716,NA,0.0160679611853796,0.70856513274504,3.4474732132271,58,"minus","easy","beta","alpha",0
NA,NA,NA,276.491352090716,NA,0.0160679611853796,0.70856513274504,3.4474732132271,58,"minus","hard","beta","alpha",0
NA,NA,NA,276.491352090716,NA,0.0160679611853796,0.70856513274504,3.4474732132271,58,"minus","medium","beta","alpha",0
NA,NA,NA,276.491352090716,NA,0.0160679611853796,0.70856513274504,3.4474732132271,58,"plus","easy","beta","alpha",0
NA,NA,NA,276.491352090716,NA,0.0160679611853796,0.70856513274504,3.4474732132271,58,"plus","hard","beta","alpha",0
NA,NA,NA,276.491352090716,NA,0.0160679611853796,0.70856513274504,3.4474732132271,58,"plus","medium","beta","alpha",0
NA,NA,NA,518.024181185066,NA,0.00905770206565835,32.6848444215275,8.98483943105386,59,"minus","easy","beta","alpha",0
NA,NA,NA,518.024181185066,NA,0.00905770206565835,32.6848444215275,8.98483943105386,59,"minus","hard","beta","alpha",0
NA,NA,NA,518.024181185066,NA,0.00905770206565835,32.6848444215275,8.98483943105386,59,"minus","medium","beta","alpha",0
NA,NA,NA,518.024181185066,NA,0.00905770206565835,32.6848444215275,8.98483943105386,59,"plus","easy","beta","alpha",0
NA,NA,NA,518.024181185066,NA,0.00905770206565835,32.6848444215275,8.98483943105386,59,"plus","hard","beta","alpha",0
NA,NA,NA,518.024181185066,NA,0.00905770206565835,32.6848444215275,8.98483943105386,59,"plus","medium","beta","alpha",0
NA,NA,NA,458.981733167362,NA,0.00798043425567418,29.9405715032758,9.13017684212773,60,"minus","easy","beta","alpha",0
NA,NA,NA,458.981733167362,NA,0.00798043425567418,29.9405715032758,9.13017684212773,60,"minus","hard","beta","alpha",0
NA,NA,NA,458.981733167362,NA,0.00798043425567418,29.9405715032758,9.13017684212773,60,"minus","medium","beta","alpha",0
NA,NA,NA,458.981733167362,NA,0.00798043425567418,29.9405715032758,9.13017684212773,60,"plus","easy","beta","alpha",0
NA,NA,NA,458.981733167362,NA,0.00798043425567418,29.9405715032758,9.13017684212773,60,"plus","hard","beta","alpha",0
NA,NA,NA,458.981733167362,NA,0.00798043425567418,29.9405715032758,9.13017684212773,60,"plus","medium","beta","alpha",0
NA,NA,NA,293.607268960051,NA,0.0108213236533489,43.817400368092,4.66739106728359,61,"minus","easy","beta","alpha",0
NA,NA,NA,293.607268960051,NA,0.0108213236533489,43.817400368092,4.66739106728359,61,"minus","hard","beta","alpha",0
NA,NA,NA,293.607268960051,NA,0.0108213236533489,43.817400368092,4.66739106728359,61,"minus","medium","beta","alpha",0
NA,NA,NA,293.607268960051,NA,0.0108213236533489,43.817400368092,4.66739106728359,61,"plus","easy","beta","alpha",0
NA,NA,NA,293.607268960051,NA,0.0108213236533489,43.817400368092,4.66739106728359,61,"plus","hard","beta","alpha",0
NA,NA,NA,293.607268960051,NA,0.0108213236533489,43.817400368092,4.66739106728359,61,"plus","medium","beta","alpha",0
NA,NA,NA,508.002239341289,NA,0.0143660663322899,19.9193201508423,5.36883603205971,63,"minus","easy","beta","alpha",0
NA,NA,NA,508.002239341289,NA,0.0143660663322899,19.9193201508423,5.36883603205971,63,"minus","hard","beta","alpha",0
NA,NA,NA,508.002239341289,NA,0.0143660663322899,19.9193201508423,5.36883603205971,63,"minus","medium","beta","alpha",0
NA,NA,NA,508.002239341289,NA,0.0143660663322899,19.9193201508423,5.36883603205971,63,"plus","easy","beta","alpha",0
NA,NA,NA,508.002239341289,NA,0.0143660663322899,19.9193201508423,5.36883603205971,63,"plus","hard","beta","alpha",0
NA,NA,NA,508.002239341289,NA,0.0143660663322899,19.9193201508423,5.36883603205971,63,"plus","medium","beta","alpha",0
NA,NA,NA,281.803395509322,NA,0.0133975918545818,49.3595306761563,1.88186008113339,66,"minus","easy","beta","alpha",0
NA,NA,NA,281.803395509322,NA,0.0133975918545818,49.3595306761563,1.88186008113339,66,"minus","hard","beta","alpha",0
NA,NA,NA,281.803395509322,NA,0.0133975918545818,49.3595306761563,1.88186008113339,66,"minus","medium","beta","alpha",0
NA,NA,NA,281.803395509322,NA,0.0133975918545818,49.3595306761563,1.88186008113339,66,"plus","easy","beta","alpha",0
NA,NA,NA,281.803395509322,NA,0.0133975918545818,49.3595306761563,1.88186008113339,66,"plus","hard","beta","alpha",0
NA,NA,NA,281.803395509322,NA,0.0133975918545818,49.3595306761563,1.88186008113339,66,"plus","medium","beta","alpha",0
NA,NA,NA,486.90515191684,NA,0.00898333817292335,18.075503455475,7.71630990905488,69,"minus","easy","beta","alpha",0
NA,NA,NA,486.90515191684,NA,0.00898333817292335,18.075503455475,7.71630990905488,69,"minus","hard","beta","alpha",0
NA,NA,NA,486.90515191684,NA,0.00898333817292335,18.075503455475,7.71630990905488,69,"minus","medium","beta","alpha",0
NA,NA,NA,486.90515191684,NA,0.00898333817292335,18.075503455475,7.71630990905488,69,"plus","easy","beta","alpha",0
NA,NA,NA,486.90515191684,NA,0.00898333817292335,18.075503455475,7.71630990905488,69,"plus","hard","beta","alpha",0
NA,NA,NA,486.90515191684,NA,0.00898333817292335,18.075503455475,7.71630990905488,69,"plus","medium","beta","alpha",0
NA,NA,NA,511.26061409353,NA,0.0122334860985646,29.8006851069571,1.17655384506159,7,"minus","easy","beta","alpha",0
NA,NA,NA,511.26061409353,NA,0.0122334860985646,29.8006851069571,1.17655384506159,7,"minus","hard","beta","alpha",0
NA,NA,NA,511.26061409353,NA,0.0122334860985646,29.8006851069571,1.17655384506159,7,"minus","medium","beta","alpha",0
NA,NA,NA,511.26061409353,NA,0.0122334860985646,29.8006851069571,1.17655384506159,7,"plus","easy","beta","alpha",0
NA,NA,NA,511.26061409353,NA,0.0122334860985646,29.8006851069571,1.17655384506159,7,"plus","hard","beta","alpha",0
NA,NA,NA,511.26061409353,NA,0.0122334860985646,29.8006851069571,1.17655384506159,7,"plus","medium","beta","alpha",0
NA,NA,NA,413.213562325064,NA,0.00886587264141275,41.5748923661346,3.21882274888111,70,"minus","easy","beta","alpha",0
NA,NA,NA,413.213562325064,NA,0.00886587264141275,41.5748923661346,3.21882274888111,70,"minus","hard","beta","alpha",0
NA,NA,NA,413.213562325064,NA,0.00886587264141275,41.5748923661346,3.21882274888111,70,"minus","medium","beta","alpha",0
NA,NA,NA,413.213562325064,NA,0.00886587264141275,41.5748923661346,3.21882274888111,70,"plus","easy","beta","alpha",0
NA,NA,NA,413.213562325064,NA,0.00886587264141275,41.5748923661346,3.21882274888111,70,"plus","hard","beta","alpha",0
NA,NA,NA,413.213562325064,NA,0.00886587264141275,41.5748923661346,3.21882274888111,70,"plus","medium","beta","alpha",0
NA,NA,NA,310.403876231019,NA,0.00758716297579665,17.0619349126644,6.68715663669675,72,"minus","easy","beta","alpha",0
NA,NA,NA,310.403876231019,NA,0.00758716297579665,17.0619349126644,6.68715663669675,72,"minus","hard","beta","alpha",0
NA,NA,NA,310.403876231019,NA,0.00758716297579665,17.0619349126644,6.68715663669675,72,"minus","medium","beta","alpha",0
NA,NA,NA,310.403876231019,NA,0.00758716297579665,17.0619349126644,6.68715663669675,72,"plus","easy","beta","alpha",0
NA,NA,NA,310.403876231019,NA,0.00758716297579665,17.0619349126644,6.68715663669675,72,"plus","hard","beta","alpha",0
NA,NA,NA,310.403876231019,NA,0.00758716297579665,17.0619349126644,6.68715663669675,72,"plus","medium","beta","alpha",0
NA,NA,NA,470.002483027906,NA,0.0129101455956745,38.8790859142318,4.59279505149822,74,"minus","easy","beta","alpha",0
NA,NA,NA,470.002483027906,NA,0.0129101455956745,38.8790859142318,4.59279505149822,74,"minus","hard","beta","alpha",0
NA,NA,NA,470.002483027906,NA,0.0129101455956745,38.8790859142318,4.59279505149822,74,"minus","medium","beta","alpha",0
NA,NA,NA,470.002483027906,NA,0.0129101455956745,38.8790859142318,4.59279505149822,74,"plus","easy","beta","alpha",0
NA,NA,NA,470.002483027906,NA,0.0129101455956745,38.8790859142318,4.59279505149822,74,"plus","hard","beta","alpha",0
NA,NA,NA,470.002483027906,NA,0.0129101455956745,38.8790859142318,4.59279505149822,74,"plus","medium","beta","alpha",0
NA,NA,NA,271.350104522915,NA,0.00940452421655024,40.1147107044816,5.88616712150391,8,"minus","easy","beta","alpha",0
NA,NA,NA,271.350104522915,NA,0.00940452421655024,40.1147107044816,5.88616712150391,8,"minus","hard","beta","alpha",0
NA,NA,NA,271.350104522915,NA,0.00940452421655024,40.1147107044816,5.88616712150391,8,"minus","medium","beta","alpha",0
NA,NA,NA,271.350104522915,NA,0.00940452421655024,40.1147107044816,5.88616712150391,8,"plus","easy","beta","alpha",0
NA,NA,NA,271.350104522915,NA,0.00940452421655024,40.1147107044816,5.88616712150391,8,"plus","hard","beta","alpha",0
NA,NA,NA,271.350104522915,NA,0.00940452421655024,40.1147107044816,5.88616712150391,8,"plus","medium","beta","alpha",0
