"bound","drift","ter","eta_b","cost_ddm","cost_ldc","a0","b0","sub","condition","difflevel","manip","model","eta_a"
NA,NA,NA,232.2428,NA,0.00503,12.78833,-55.70675,"100","minus","easy","alpha","trim_skip",232.2428
NA,NA,NA,232.2428,NA,0.00503,12.78833,-55.70675,"100","minus","hard","alpha","trim_skip",232.2428
NA,NA,NA,232.2428,NA,0.00503,12.78833,-55.70675,"100","minus","medium","alpha","trim_skip",232.2428
NA,NA,NA,232.2428,NA,0.00503,12.78833,-55.70675,"100","plus","easy","alpha","trim_skip",232.2428
NA,NA,NA,232.2428,NA,0.00503,12.78833,-55.70675,"100","plus","hard","alpha","trim_skip",232.2428
NA,NA,NA,232.2428,NA,0.00503,12.78833,-55.70675,"100","plus","medium","alpha","trim_skip",232.2428
NA,NA,NA,NA,NA,NA,NA,NA,"101","minus","easy","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"101","minus","hard","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"101","minus","medium","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"101","plus","easy","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"101","plus","hard","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"101","plus","medium","alpha","trim_skip",NA
NA,NA,NA,349.4995,NA,0.00342,26.59383,-7.79226,"102","minus","easy","alpha","trim_skip",349.4995
NA,NA,NA,349.4995,NA,0.00342,26.59383,-7.79226,"102","minus","hard","alpha","trim_skip",349.4995
NA,NA,NA,349.4995,NA,0.00342,26.59383,-7.79226,"102","minus","medium","alpha","trim_skip",349.4995
NA,NA,NA,349.4995,NA,0.00342,26.59383,-7.79226,"102","plus","easy","alpha","trim_skip",349.4995
NA,NA,NA,349.4995,NA,0.00342,26.59383,-7.79226,"102","plus","hard","alpha","trim_skip",349.4995
NA,NA,NA,349.4995,NA,0.00342,26.59383,-7.79226,"102","plus","medium","alpha","trim_skip",349.4995
NA,NA,NA,210.846,NA,0.00476,47.58857,-22.94799,"103","minus","easy","alpha","trim_skip",210.846
NA,NA,NA,210.846,NA,0.00476,47.58857,-22.94799,"103","minus","hard","alpha","trim_skip",210.846
NA,NA,NA,210.846,NA,0.00476,47.58857,-22.94799,"103","minus","medium","alpha","trim_skip",210.846
NA,NA,NA,210.846,NA,0.00476,47.58857,-22.94799,"103","plus","easy","alpha","trim_skip",210.846
NA,NA,NA,210.846,NA,0.00476,47.58857,-22.94799,"103","plus","hard","alpha","trim_skip",210.846
NA,NA,NA,210.846,NA,0.00476,47.58857,-22.94799,"103","plus","medium","alpha","trim_skip",210.846
NA,NA,NA,436.0027,NA,0.00178,33.43457,37.52107,"104","minus","easy","alpha","trim_skip",436.0027
NA,NA,NA,436.0027,NA,0.00178,33.43457,37.52107,"104","minus","hard","alpha","trim_skip",436.0027
NA,NA,NA,436.0027,NA,0.00178,33.43457,37.52107,"104","minus","medium","alpha","trim_skip",436.0027
NA,NA,NA,436.0027,NA,0.00178,33.43457,37.52107,"104","plus","easy","alpha","trim_skip",436.0027
NA,NA,NA,436.0027,NA,0.00178,33.43457,37.52107,"104","plus","hard","alpha","trim_skip",436.0027
NA,NA,NA,436.0027,NA,0.00178,33.43457,37.52107,"104","plus","medium","alpha","trim_skip",436.0027
NA,NA,NA,246.0257,NA,0.00698,26.00448,-73.07315,"105","minus","easy","alpha","trim_skip",246.0257
NA,NA,NA,246.0257,NA,0.00698,26.00448,-73.07315,"105","minus","hard","alpha","trim_skip",246.0257
NA,NA,NA,246.0257,NA,0.00698,26.00448,-73.07315,"105","minus","medium","alpha","trim_skip",246.0257
NA,NA,NA,246.0257,NA,0.00698,26.00448,-73.07315,"105","plus","easy","alpha","trim_skip",246.0257
NA,NA,NA,246.0257,NA,0.00698,26.00448,-73.07315,"105","plus","hard","alpha","trim_skip",246.0257
NA,NA,NA,246.0257,NA,0.00698,26.00448,-73.07315,"105","plus","medium","alpha","trim_skip",246.0257
NA,NA,NA,207.3155,NA,0.00593,17.83744,-18.04653,"106","minus","easy","alpha","trim_skip",207.3155
NA,NA,NA,207.3155,NA,0.00593,17.83744,-18.04653,"106","minus","hard","alpha","trim_skip",207.3155
NA,NA,NA,207.3155,NA,0.00593,17.83744,-18.04653,"106","minus","medium","alpha","trim_skip",207.3155
NA,NA,NA,207.3155,NA,0.00593,17.83744,-18.04653,"106","plus","easy","alpha","trim_skip",207.3155
NA,NA,NA,207.3155,NA,0.00593,17.83744,-18.04653,"106","plus","hard","alpha","trim_skip",207.3155
NA,NA,NA,207.3155,NA,0.00593,17.83744,-18.04653,"106","plus","medium","alpha","trim_skip",207.3155
NA,NA,NA,323.1694,NA,0.00666,25.36777,29.61176,"107","minus","easy","alpha","trim_skip",323.1694
NA,NA,NA,323.1694,NA,0.00666,25.36777,29.61176,"107","minus","hard","alpha","trim_skip",323.1694
NA,NA,NA,323.1694,NA,0.00666,25.36777,29.61176,"107","minus","medium","alpha","trim_skip",323.1694
NA,NA,NA,323.1694,NA,0.00666,25.36777,29.61176,"107","plus","easy","alpha","trim_skip",323.1694
NA,NA,NA,323.1694,NA,0.00666,25.36777,29.61176,"107","plus","hard","alpha","trim_skip",323.1694
NA,NA,NA,323.1694,NA,0.00666,25.36777,29.61176,"107","plus","medium","alpha","trim_skip",323.1694
NA,NA,NA,312.7789,NA,0.00566,45.57592,-45.26088,"108","minus","easy","alpha","trim_skip",312.7789
NA,NA,NA,312.7789,NA,0.00566,45.57592,-45.26088,"108","minus","hard","alpha","trim_skip",312.7789
NA,NA,NA,312.7789,NA,0.00566,45.57592,-45.26088,"108","minus","medium","alpha","trim_skip",312.7789
NA,NA,NA,312.7789,NA,0.00566,45.57592,-45.26088,"108","plus","easy","alpha","trim_skip",312.7789
NA,NA,NA,312.7789,NA,0.00566,45.57592,-45.26088,"108","plus","hard","alpha","trim_skip",312.7789
NA,NA,NA,312.7789,NA,0.00566,45.57592,-45.26088,"108","plus","medium","alpha","trim_skip",312.7789
NA,NA,NA,330.8235,NA,0.00365,14.54953,-59.49983,"109","minus","easy","alpha","trim_skip",330.8235
NA,NA,NA,330.8235,NA,0.00365,14.54953,-59.49983,"109","minus","hard","alpha","trim_skip",330.8235
NA,NA,NA,330.8235,NA,0.00365,14.54953,-59.49983,"109","minus","medium","alpha","trim_skip",330.8235
NA,NA,NA,330.8235,NA,0.00365,14.54953,-59.49983,"109","plus","easy","alpha","trim_skip",330.8235
NA,NA,NA,330.8235,NA,0.00365,14.54953,-59.49983,"109","plus","hard","alpha","trim_skip",330.8235
NA,NA,NA,330.8235,NA,0.00365,14.54953,-59.49983,"109","plus","medium","alpha","trim_skip",330.8235
NA,NA,NA,242.6347,NA,0.00358,25.16097,57.77844,"110","minus","easy","alpha","trim_skip",242.6347
NA,NA,NA,242.6347,NA,0.00358,25.16097,57.77844,"110","minus","hard","alpha","trim_skip",242.6347
NA,NA,NA,242.6347,NA,0.00358,25.16097,57.77844,"110","minus","medium","alpha","trim_skip",242.6347
NA,NA,NA,242.6347,NA,0.00358,25.16097,57.77844,"110","plus","easy","alpha","trim_skip",242.6347
NA,NA,NA,242.6347,NA,0.00358,25.16097,57.77844,"110","plus","hard","alpha","trim_skip",242.6347
NA,NA,NA,242.6347,NA,0.00358,25.16097,57.77844,"110","plus","medium","alpha","trim_skip",242.6347
NA,NA,NA,249.5769,NA,0.00479,3.29656,60.19684,"111","minus","easy","alpha","trim_skip",249.5769
NA,NA,NA,249.5769,NA,0.00479,3.29656,60.19684,"111","minus","hard","alpha","trim_skip",249.5769
NA,NA,NA,249.5769,NA,0.00479,3.29656,60.19684,"111","minus","medium","alpha","trim_skip",249.5769
NA,NA,NA,249.5769,NA,0.00479,3.29656,60.19684,"111","plus","easy","alpha","trim_skip",249.5769
NA,NA,NA,249.5769,NA,0.00479,3.29656,60.19684,"111","plus","hard","alpha","trim_skip",249.5769
NA,NA,NA,249.5769,NA,0.00479,3.29656,60.19684,"111","plus","medium","alpha","trim_skip",249.5769
NA,NA,NA,449.7597,NA,0.00271,12.0386,41.6993,"112","minus","easy","alpha","trim_skip",449.7597
NA,NA,NA,449.7597,NA,0.00271,12.0386,41.6993,"112","minus","hard","alpha","trim_skip",449.7597
NA,NA,NA,449.7597,NA,0.00271,12.0386,41.6993,"112","minus","medium","alpha","trim_skip",449.7597
NA,NA,NA,449.7597,NA,0.00271,12.0386,41.6993,"112","plus","easy","alpha","trim_skip",449.7597
NA,NA,NA,449.7597,NA,0.00271,12.0386,41.6993,"112","plus","hard","alpha","trim_skip",449.7597
NA,NA,NA,449.7597,NA,0.00271,12.0386,41.6993,"112","plus","medium","alpha","trim_skip",449.7597
NA,NA,NA,220.4253,NA,0.00705,8.25747,0.39914,"113","minus","easy","alpha","trim_skip",220.4253
NA,NA,NA,220.4253,NA,0.00705,8.25747,0.39914,"113","minus","hard","alpha","trim_skip",220.4253
NA,NA,NA,220.4253,NA,0.00705,8.25747,0.39914,"113","minus","medium","alpha","trim_skip",220.4253
NA,NA,NA,220.4253,NA,0.00705,8.25747,0.39914,"113","plus","easy","alpha","trim_skip",220.4253
NA,NA,NA,220.4253,NA,0.00705,8.25747,0.39914,"113","plus","hard","alpha","trim_skip",220.4253
NA,NA,NA,220.4253,NA,0.00705,8.25747,0.39914,"113","plus","medium","alpha","trim_skip",220.4253
NA,NA,NA,351.5471,NA,0.00318,25.6312,44.31296,"115","minus","easy","alpha","trim_skip",351.5471
NA,NA,NA,351.5471,NA,0.00318,25.6312,44.31296,"115","minus","hard","alpha","trim_skip",351.5471
NA,NA,NA,351.5471,NA,0.00318,25.6312,44.31296,"115","minus","medium","alpha","trim_skip",351.5471
NA,NA,NA,351.5471,NA,0.00318,25.6312,44.31296,"115","plus","easy","alpha","trim_skip",351.5471
NA,NA,NA,351.5471,NA,0.00318,25.6312,44.31296,"115","plus","hard","alpha","trim_skip",351.5471
NA,NA,NA,351.5471,NA,0.00318,25.6312,44.31296,"115","plus","medium","alpha","trim_skip",351.5471
NA,NA,NA,253.4754,NA,0.00566,33.49202,-23.4284,"116","minus","easy","alpha","trim_skip",253.4754
NA,NA,NA,253.4754,NA,0.00566,33.49202,-23.4284,"116","minus","hard","alpha","trim_skip",253.4754
NA,NA,NA,253.4754,NA,0.00566,33.49202,-23.4284,"116","minus","medium","alpha","trim_skip",253.4754
NA,NA,NA,253.4754,NA,0.00566,33.49202,-23.4284,"116","plus","easy","alpha","trim_skip",253.4754
NA,NA,NA,253.4754,NA,0.00566,33.49202,-23.4284,"116","plus","hard","alpha","trim_skip",253.4754
NA,NA,NA,253.4754,NA,0.00566,33.49202,-23.4284,"116","plus","medium","alpha","trim_skip",253.4754
NA,NA,NA,261.7427,NA,0.00412,30.51999,5.62367,"117","minus","easy","alpha","trim_skip",261.7427
NA,NA,NA,261.7427,NA,0.00412,30.51999,5.62367,"117","minus","hard","alpha","trim_skip",261.7427
NA,NA,NA,261.7427,NA,0.00412,30.51999,5.62367,"117","minus","medium","alpha","trim_skip",261.7427
NA,NA,NA,261.7427,NA,0.00412,30.51999,5.62367,"117","plus","easy","alpha","trim_skip",261.7427
NA,NA,NA,261.7427,NA,0.00412,30.51999,5.62367,"117","plus","hard","alpha","trim_skip",261.7427
NA,NA,NA,261.7427,NA,0.00412,30.51999,5.62367,"117","plus","medium","alpha","trim_skip",261.7427
NA,NA,NA,NA,NA,NA,NA,NA,"118","minus","easy","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"118","minus","hard","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"118","minus","medium","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"118","plus","easy","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"118","plus","hard","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"118","plus","medium","alpha","trim_skip",NA
NA,NA,NA,348.8024,NA,0.00614,5.89759,61.33715,"120","minus","easy","alpha","trim_skip",348.8024
NA,NA,NA,348.8024,NA,0.00614,5.89759,61.33715,"120","minus","hard","alpha","trim_skip",348.8024
NA,NA,NA,348.8024,NA,0.00614,5.89759,61.33715,"120","minus","medium","alpha","trim_skip",348.8024
NA,NA,NA,348.8024,NA,0.00614,5.89759,61.33715,"120","plus","easy","alpha","trim_skip",348.8024
NA,NA,NA,348.8024,NA,0.00614,5.89759,61.33715,"120","plus","hard","alpha","trim_skip",348.8024
NA,NA,NA,348.8024,NA,0.00614,5.89759,61.33715,"120","plus","medium","alpha","trim_skip",348.8024
NA,NA,NA,326.5117,NA,0.00489,35.36721,-4.71079,"121","minus","easy","alpha","trim_skip",326.5117
NA,NA,NA,326.5117,NA,0.00489,35.36721,-4.71079,"121","minus","hard","alpha","trim_skip",326.5117
NA,NA,NA,326.5117,NA,0.00489,35.36721,-4.71079,"121","minus","medium","alpha","trim_skip",326.5117
NA,NA,NA,326.5117,NA,0.00489,35.36721,-4.71079,"121","plus","easy","alpha","trim_skip",326.5117
NA,NA,NA,326.5117,NA,0.00489,35.36721,-4.71079,"121","plus","hard","alpha","trim_skip",326.5117
NA,NA,NA,326.5117,NA,0.00489,35.36721,-4.71079,"121","plus","medium","alpha","trim_skip",326.5117
NA,NA,NA,212.5694,NA,0.00511,8.07987,-42.46399,"122","minus","easy","alpha","trim_skip",212.5694
NA,NA,NA,212.5694,NA,0.00511,8.07987,-42.46399,"122","minus","hard","alpha","trim_skip",212.5694
NA,NA,NA,212.5694,NA,0.00511,8.07987,-42.46399,"122","minus","medium","alpha","trim_skip",212.5694
NA,NA,NA,212.5694,NA,0.00511,8.07987,-42.46399,"122","plus","easy","alpha","trim_skip",212.5694
NA,NA,NA,212.5694,NA,0.00511,8.07987,-42.46399,"122","plus","hard","alpha","trim_skip",212.5694
NA,NA,NA,212.5694,NA,0.00511,8.07987,-42.46399,"122","plus","medium","alpha","trim_skip",212.5694
NA,NA,NA,273.449,NA,0.00367,21.05703,28.83051,"123","minus","easy","alpha","trim_skip",273.449
NA,NA,NA,273.449,NA,0.00367,21.05703,28.83051,"123","minus","hard","alpha","trim_skip",273.449
NA,NA,NA,273.449,NA,0.00367,21.05703,28.83051,"123","minus","medium","alpha","trim_skip",273.449
NA,NA,NA,273.449,NA,0.00367,21.05703,28.83051,"123","plus","easy","alpha","trim_skip",273.449
NA,NA,NA,273.449,NA,0.00367,21.05703,28.83051,"123","plus","hard","alpha","trim_skip",273.449
NA,NA,NA,273.449,NA,0.00367,21.05703,28.83051,"123","plus","medium","alpha","trim_skip",273.449
NA,NA,NA,89.26395,NA,0.01039,34.62558,-4.9735,"124","minus","easy","alpha","trim_skip",89.26395
NA,NA,NA,89.26395,NA,0.01039,34.62558,-4.9735,"124","minus","hard","alpha","trim_skip",89.26395
NA,NA,NA,89.26395,NA,0.01039,34.62558,-4.9735,"124","minus","medium","alpha","trim_skip",89.26395
NA,NA,NA,89.26395,NA,0.01039,34.62558,-4.9735,"124","plus","easy","alpha","trim_skip",89.26395
NA,NA,NA,89.26395,NA,0.01039,34.62558,-4.9735,"124","plus","hard","alpha","trim_skip",89.26395
NA,NA,NA,89.26395,NA,0.01039,34.62558,-4.9735,"124","plus","medium","alpha","trim_skip",89.26395
NA,NA,NA,283.1554,NA,0.00321,2.852,11.60455,"125","minus","easy","alpha","trim_skip",283.1554
NA,NA,NA,283.1554,NA,0.00321,2.852,11.60455,"125","minus","hard","alpha","trim_skip",283.1554
NA,NA,NA,283.1554,NA,0.00321,2.852,11.60455,"125","minus","medium","alpha","trim_skip",283.1554
NA,NA,NA,283.1554,NA,0.00321,2.852,11.60455,"125","plus","easy","alpha","trim_skip",283.1554
NA,NA,NA,283.1554,NA,0.00321,2.852,11.60455,"125","plus","hard","alpha","trim_skip",283.1554
NA,NA,NA,283.1554,NA,0.00321,2.852,11.60455,"125","plus","medium","alpha","trim_skip",283.1554
NA,NA,NA,183.404,NA,0.00851,24.95097,74.06514,"126","minus","easy","alpha","trim_skip",183.404
NA,NA,NA,183.404,NA,0.00851,24.95097,74.06514,"126","minus","hard","alpha","trim_skip",183.404
NA,NA,NA,183.404,NA,0.00851,24.95097,74.06514,"126","minus","medium","alpha","trim_skip",183.404
NA,NA,NA,183.404,NA,0.00851,24.95097,74.06514,"126","plus","easy","alpha","trim_skip",183.404
NA,NA,NA,183.404,NA,0.00851,24.95097,74.06514,"126","plus","hard","alpha","trim_skip",183.404
NA,NA,NA,183.404,NA,0.00851,24.95097,74.06514,"126","plus","medium","alpha","trim_skip",183.404
NA,NA,NA,200.3813,NA,0.00365,10.09319,15.82793,"127","minus","easy","alpha","trim_skip",200.3813
NA,NA,NA,200.3813,NA,0.00365,10.09319,15.82793,"127","minus","hard","alpha","trim_skip",200.3813
NA,NA,NA,200.3813,NA,0.00365,10.09319,15.82793,"127","minus","medium","alpha","trim_skip",200.3813
NA,NA,NA,200.3813,NA,0.00365,10.09319,15.82793,"127","plus","easy","alpha","trim_skip",200.3813
NA,NA,NA,200.3813,NA,0.00365,10.09319,15.82793,"127","plus","hard","alpha","trim_skip",200.3813
NA,NA,NA,200.3813,NA,0.00365,10.09319,15.82793,"127","plus","medium","alpha","trim_skip",200.3813
NA,NA,NA,NA,NA,NA,NA,NA,"128","minus","easy","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"128","minus","hard","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"128","minus","medium","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"128","plus","easy","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"128","plus","hard","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"128","plus","medium","alpha","trim_skip",NA
NA,NA,NA,347.6571,NA,0.00481,11.74115,-92.88138,"130","minus","easy","alpha","trim_skip",347.6571
NA,NA,NA,347.6571,NA,0.00481,11.74115,-92.88138,"130","minus","hard","alpha","trim_skip",347.6571
NA,NA,NA,347.6571,NA,0.00481,11.74115,-92.88138,"130","minus","medium","alpha","trim_skip",347.6571
NA,NA,NA,347.6571,NA,0.00481,11.74115,-92.88138,"130","plus","easy","alpha","trim_skip",347.6571
NA,NA,NA,347.6571,NA,0.00481,11.74115,-92.88138,"130","plus","hard","alpha","trim_skip",347.6571
NA,NA,NA,347.6571,NA,0.00481,11.74115,-92.88138,"130","plus","medium","alpha","trim_skip",347.6571
NA,NA,NA,301.2972,NA,0.00314,38.53162,52.66339,"132","minus","easy","alpha","trim_skip",301.2972
NA,NA,NA,301.2972,NA,0.00314,38.53162,52.66339,"132","minus","hard","alpha","trim_skip",301.2972
NA,NA,NA,301.2972,NA,0.00314,38.53162,52.66339,"132","minus","medium","alpha","trim_skip",301.2972
NA,NA,NA,301.2972,NA,0.00314,38.53162,52.66339,"132","plus","easy","alpha","trim_skip",301.2972
NA,NA,NA,301.2972,NA,0.00314,38.53162,52.66339,"132","plus","hard","alpha","trim_skip",301.2972
NA,NA,NA,301.2972,NA,0.00314,38.53162,52.66339,"132","plus","medium","alpha","trim_skip",301.2972
NA,NA,NA,313.7581,NA,0.00685,10.02772,-13.75115,"1320","minus","easy","alpha","trim_skip",313.7581
NA,NA,NA,313.7581,NA,0.00685,10.02772,-13.75115,"1320","minus","hard","alpha","trim_skip",313.7581
NA,NA,NA,313.7581,NA,0.00685,10.02772,-13.75115,"1320","minus","medium","alpha","trim_skip",313.7581
NA,NA,NA,313.7581,NA,0.00685,10.02772,-13.75115,"1320","plus","easy","alpha","trim_skip",313.7581
NA,NA,NA,313.7581,NA,0.00685,10.02772,-13.75115,"1320","plus","hard","alpha","trim_skip",313.7581
NA,NA,NA,313.7581,NA,0.00685,10.02772,-13.75115,"1320","plus","medium","alpha","trim_skip",313.7581
NA,NA,NA,377.4257,NA,0.00398,17.53318,5.21096,"134","minus","easy","alpha","trim_skip",377.4257
NA,NA,NA,377.4257,NA,0.00398,17.53318,5.21096,"134","minus","hard","alpha","trim_skip",377.4257
NA,NA,NA,377.4257,NA,0.00398,17.53318,5.21096,"134","minus","medium","alpha","trim_skip",377.4257
NA,NA,NA,377.4257,NA,0.00398,17.53318,5.21096,"134","plus","easy","alpha","trim_skip",377.4257
NA,NA,NA,377.4257,NA,0.00398,17.53318,5.21096,"134","plus","hard","alpha","trim_skip",377.4257
NA,NA,NA,377.4257,NA,0.00398,17.53318,5.21096,"134","plus","medium","alpha","trim_skip",377.4257
NA,NA,NA,257.2067,NA,0.004,35.82938,14.98899,"75","minus","easy","alpha","trim_skip",257.2067
NA,NA,NA,257.2067,NA,0.004,35.82938,14.98899,"75","minus","hard","alpha","trim_skip",257.2067
NA,NA,NA,257.2067,NA,0.004,35.82938,14.98899,"75","minus","medium","alpha","trim_skip",257.2067
NA,NA,NA,257.2067,NA,0.004,35.82938,14.98899,"75","plus","easy","alpha","trim_skip",257.2067
NA,NA,NA,257.2067,NA,0.004,35.82938,14.98899,"75","plus","hard","alpha","trim_skip",257.2067
NA,NA,NA,257.2067,NA,0.004,35.82938,14.98899,"75","plus","medium","alpha","trim_skip",257.2067
NA,NA,NA,NA,NA,NA,NA,NA,"76","minus","easy","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"76","minus","hard","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"76","minus","medium","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"76","plus","easy","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"76","plus","hard","alpha","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"76","plus","medium","alpha","trim_skip",NA
NA,NA,NA,359.179,NA,0.00298,18.38381,-34.81228,"77","minus","easy","alpha","trim_skip",359.179
NA,NA,NA,359.179,NA,0.00298,18.38381,-34.81228,"77","minus","hard","alpha","trim_skip",359.179
NA,NA,NA,359.179,NA,0.00298,18.38381,-34.81228,"77","minus","medium","alpha","trim_skip",359.179
NA,NA,NA,359.179,NA,0.00298,18.38381,-34.81228,"77","plus","easy","alpha","trim_skip",359.179
NA,NA,NA,359.179,NA,0.00298,18.38381,-34.81228,"77","plus","hard","alpha","trim_skip",359.179
NA,NA,NA,359.179,NA,0.00298,18.38381,-34.81228,"77","plus","medium","alpha","trim_skip",359.179
NA,NA,NA,213.8127,NA,0.00574,24.06879,-71.05834,"78","minus","easy","alpha","trim_skip",213.8127
NA,NA,NA,213.8127,NA,0.00574,24.06879,-71.05834,"78","minus","hard","alpha","trim_skip",213.8127
NA,NA,NA,213.8127,NA,0.00574,24.06879,-71.05834,"78","minus","medium","alpha","trim_skip",213.8127
NA,NA,NA,213.8127,NA,0.00574,24.06879,-71.05834,"78","plus","easy","alpha","trim_skip",213.8127
NA,NA,NA,213.8127,NA,0.00574,24.06879,-71.05834,"78","plus","hard","alpha","trim_skip",213.8127
